	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000270558	55.6124704073191	3.06415041039099	0.779633118493795	3.93024659638722	8.48587854875606e-05	0.00397059808805627
ENSG00000250492	8.84145128417674	-5.50752676448669	1.64122871073904	-3.35573386478639	0.000791547002545142	0.0198061218716516
ENSG00000112936	18745.3708662208	-3.30995618011017	0.771698022950369	-4.28918577172906	1.79329332085486e-05	0.00125292572111837
ENSG00000039537	431.727853023778	-6.92480601920349	0.731130384711382	-9.47136949032298	2.76198458118665e-21	6.91407600208455e-17
ENSG00000164287	13.4115652108486	-6.11750095538411	1.49599303335082	-4.08925764960399	4.32755951730218e-05	0.00237049884894148
ENSG00000067113	689.967755115982	-1.79725106016673	0.487605871943752	-3.68586836947291	0.000227924140343331	0.00803609155664028
ENSG00000152932	34.3221667796199	-8.46885080278641	1.60258744503183	-5.28448592870278	1.260582375323e-07	2.4847368977528e-05
ENSG00000215630	8.62020021653413	-5.4690696882111	1.69476114204128	-3.22704453892765	0.00125075989556004	0.0271790559596827
ENSG00000131711	1027.23512685442	-1.72384023437524	0.435844439671867	-3.95517317066857	7.64792347566489e-05	0.00368173977627537
ENSG00000122008	974.432163877594	-0.992349068476277	0.321337995949794	-3.08817843200629	0.0020138751346806	0.0365314030771446
ENSG00000254893	133.032897715643	-2.56896619290049	0.605025078331677	-4.24604910590529	2.17572965936465e-05	0.00146018875503687
ENSG00000145708	19.6797225184278	-2.99254415180349	0.984250291028247	-3.04043004008379	0.0023624056824414	0.0404408324091306
ENSG00000132837	49.0679890249638	-3.41432752233123	0.67751293212429	-5.03950162490017	4.66745666883277e-07	7.30252767443067e-05
ENSG00000132840	110.973865972642	-2.40527054104455	0.652808369406127	-3.68449709557596	0.000229154638614116	0.00806811261382161
ENSG00000248400	16.3803846110945	20.9308100772922	2.86022131047681	7.31789879357376	2.51883707721457e-13	2.52216194215649e-10
ENSG00000271862	66.660889367514	2.06639209875302	0.547119815024169	3.77685479854488	0.000158821258114032	0.00622186628226692
ENSG00000081189	2075.40638328855	-0.991799338988228	0.327860984633464	-3.02506057589324	0.00248583334462416	0.0417636685342125
ENSG00000286638	15.4371234941256	-6.3049276909534	2.10666087505939	-2.99285365081632	0.00276382247404098	0.0446078452563945
ENSG00000251023	65.2314087236045	2.1208742894031	0.559965044032009	3.78751193848069	0.00015216337585277	0.00607045375993348
ENSG00000175426	69.6781307498313	-3.64651465005641	1.12601213602586	-3.23843281381175	0.00120188325287952	0.0264382631540712
ENSG00000270307	15.5023226228227	7.50110680111849	2.53165884683852	2.96292164739562	0.0030473412736035	0.0471763105146051
ENSG00000198961	5203.64044497585	-1.03981615756343	0.35077783364561	-2.96431546644978	0.00303357124236314	0.0471300078612712
ENSG00000186952	156.511397589173	-3.42842563302197	0.796328309795121	-4.30529166281183	1.66765872034409e-05	0.0011826204177443
ENSG00000145777	69.1422065169516	-3.19400121471315	0.959487192398148	-3.32886279256114	0.000872013519748284	0.0210097347833097
ENSG00000171444	1061.86039342928	-1.90736724336268	0.445395469356207	-4.282412764817	1.84877621536271e-05	0.00127985592352551
ENSG00000172901	86.9493064003538	-7.29265607673767	1.56158356664284	-4.67003894797365	3.01142634617052e-06	0.000310226484459616
ENSG00000113083	1407.50676506428	-1.64154996363888	0.496392681841671	-3.30695842966208	0.000943148871534354	0.0222524464666536
ENSG00000250803	5.31485968472092	-5.78290725638229	1.93922791949102	-2.98206683095823	0.00286309491574207	0.0454408444127181
ENSG00000249621	33.1673811393285	-8.42260089693806	1.5088030529226	-5.58230637234145	2.37349789531576e-08	6.18914300139993e-06
ENSG00000138829	50.08970284221	-4.20728992828928	1.10099492887296	-3.82135268560783	0.000132721685881557	0.00550982083362027
ENSG00000145808	14.4189847915809	-5.27847473372028	1.57665380855919	-3.34789711290138	0.000814272352251717	0.0201004392115058
